text
"<s>[INST] ¿Cómo se hace un SELECT en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name;</s>"
"<s>[INST] ¿Cómo se hace un SELECT en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name;</s>"
"<s>[INST] ¿Cómo se hace un SELECT DISTINCT en SQL? [/INST] Se hace de la siguiente forma: SELECT DISTINCT column1, column2 FROM table_name;</s>"
"<s>[INST] ¿Cómo se hace un SELECT DISTINCT en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT DISTINCT column1, column2 FROM table_name;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con una condición en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con una condición en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con ORDER BY en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name ORDER BY column1 ASC|DESC;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con ORDER BY en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name ORDER BY column1 ASC|DESC;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con GROUP BY en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, aggregate_function(column2) FROM table_name GROUP BY column1;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con GROUP BY en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, aggregate_function(column2) FROM table_name GROUP BY column1;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con HAVING en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, aggregate_function(column2) FROM table_name GROUP BY column1 HAVING condition;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con HAVING en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, aggregate_function(column2) FROM table_name GROUP BY column1 HAVING condition;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con LIMIT en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name LIMIT number;</s>"
"<s>[INST] ¿Cómo se hace un SELECT con ROWNUM en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table_name WHERE ROWNUM <= number;</s>"
"<s>[INST] ¿Cómo se hace un INNER JOIN en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 INNER JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un INNER JOIN en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 INNER JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un LEFT JOIN en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 LEFT JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un LEFT JOIN en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 LEFT JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un RIGHT JOIN en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 RIGHT JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un RIGHT JOIN en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 RIGHT JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un FULL OUTER JOIN en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 FULL OUTER JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un FULL OUTER JOIN en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 FULL OUTER JOIN table2 ON table1.column = table2.column;</s>"
"<s>[INST] ¿Cómo se hace un CROSS JOIN en SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 CROSS JOIN table2;</s>"
"<s>[INST] ¿Cómo se hace un CROSS JOIN en PL/SQL? [/INST] Se hace de la siguiente forma: SELECT column1, column2 FROM table1 CROSS JOIN table2;</s>"
"<s>[INST] ¿Cómo se hace un INSERT en SQL? [/INST] Se hace de la siguiente forma: INSERT INTO table_name (column1, column2) VALUES (value1, value2);</s>"
"<s>[INST] ¿Cómo se hace un INSERT en PL/SQL? [/INST] Se hace de la siguiente forma: INSERT INTO table_name (column1, column2) VALUES (value1, value2);</s>"
"<s>[INST] ¿Cómo se hace un INSERT SELECT en SQL? [/INST] Se hace de la siguiente forma: INSERT INTO table_name (column1, column2) SELECT column1, column2 FROM another_table WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un INSERT SELECT en PL/SQL? [/INST] Se hace de la siguiente forma: INSERT INTO table_name (column1, column2) SELECT column1, column2 FROM another_table WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un UPDATE en SQL? [/INST] Se hace de la siguiente forma: UPDATE table_name SET column1 = value1, column2 = value2 WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un UPDATE en PL/SQL? [/INST] Se hace de la siguiente forma: UPDATE table_name SET column1 = value1, column2 = value2 WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un DELETE en SQL? [/INST] Se hace de la siguiente forma: DELETE FROM table_name WHERE condition;</s>"
"<s>[INST] ¿Cómo se hace un DELETE en PL/SQL? [/INST] Se hace de la siguiente forma: DELETE FROM table_name WHERE condition;</s>"
"<s>[INST] ¿Cómo se crea una tabla en SQL? [/INST] Se hace de la siguiente forma: CREATE TABLE table_name (column1 datatype, column2 datatype, ...);</s>"
"<s>[INST] ¿Cómo se crea una tabla en PL/SQL? [/INST] Se hace de la siguiente forma: CREATE TABLE table_name (column1 datatype, column2 datatype, ...);</s>"
"<s>[INST] ¿Cómo se agrega una columna a una tabla en SQL? [/INST] Se hace de la siguiente forma: ALTER TABLE table_name ADD column_name datatype;</s>"
"<s>[INST] ¿Cómo se agrega una columna a una tabla en PL/SQL? [/INST] Se hace de la siguiente forma: ALTER TABLE table_name ADD column_name datatype;</s>"
"<s>[INST] ¿Cómo se elimina una columna de una tabla en SQL? [/INST] Se hace de la siguiente forma: ALTER TABLE table_name DROP COLUMN column_name;</s>"
"<s>[INST] ¿Cómo se elimina una columna de una tabla en PL/SQL? [/INST] Se hace de la siguiente forma: ALTER TABLE table_name DROP COLUMN column_name;</s>"
"<s>[INST] ¿Cómo se modifica una columna de una tabla en SQL? [/INST] Se hace de la siguiente forma: ALTER TABLE table_name MODIFY column_name datatype;</s>"
"<s>[INST] ¿Cómo se modifica una columna de una tabla en PL/SQL? [/INST] Se hace de la siguiente forma: ALTER TABLE table_name MODIFY column_name datatype;</s>"
"<s>[INST] ¿Cómo se elimina una tabla en SQL? [/INST] Se hace de la siguiente forma: DROP TABLE table_name;</s>"
"<s>[INST] ¿Cómo se elimina una tabla en PL/SQL? [/INST] Se hace de la siguiente forma: DROP TABLE table_name;</s>"
